PART,MANUFACTURER,DESCRIPTION,CLASS,SYSTEM,COMPONENT,ASSEMBLY,ACTIVE,COMPLETE VMRS,COMPLETE CLASS,word_count,usable
AFM30P-060AS,AIR TECHNIQUES,"FILTER, MIST, OUTLET",FILTERS,92,2,45,Y,YES,YES,3,True
AH1197,FLEETGUARD,"FILTER, AIR, ENGINE, W/HOUSING",FILTERS,41,1,26,Y,YES,YES,4,True
AH55543,FLEETGUARD,"FILTER, AIR, ENGINE, W/HOUSING",FILTERS,41,1,26,Y,YES,YES,4,True
AM117584,JOHN DEERE LTD.,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
AM141445,JOHN DEERE LTD.,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
AR15-1004,CUMMINS CLEAN FUEL,"FILTER, FUEL, HP, CNG",FILTERS,142,8,0,Y,YES,YES,4,True
AUC16614,JOHN DEERE LTD.,"FILTER, KIT, MAINTENANCE",FILTERS,177,0,0,Y,YES,YES,3,True
BE8Z-6731-AB,FORD MOTOR CO,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
BE8Z-6731-AC,FORD MOTOR CO,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
BK2Z-19N619-A,FORD MOTOR CO,"FILTER, AIR, CABIN",FILTERS,1,1,219,Y,YES,YES,3,True
C1154,NASHVILLE MB LOCAL,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
C2804-1,AIR TECHNIQUES,"FILTER, ELEMENT, OIL VAPOUR",FILTERS,92,2,46,Y,YES,YES,4,True
C2813,AIR TECHNIQUES,"FILTER, MIST, OUTLET",FILTERS,92,2,45,Y,YES,YES,3,True
CF188,ACDELCO,"FILTER, AIR, CABIN",FILTERS,1,1,219,Y,YES,YES,3,True
CF19501C,CLIMATECH INDS,"FILTER, AIR, CABIN",FILTERS,1,1,219,Y,YES,YES,3,True
CJ5Z-9601-A,FORD MOTOR CO,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
CK4Z-7A098-A,FORD MOTOR CO,"FILTER, OIL, TRANSMISSION",FILTERS,27,36,8,Y,YES,YES,3,True
CK4Z-9601-A,FORD MOTOR CO,"FILTER, AIR, ENGINE",FILTERS,41,1,,Y,NO,YES,3,True
CS41008,FLEETGUARD,"FILTER, OIL, CENTRIFUGE KIT",FILTERS,45,11,67,Y,YES,YES,4,True
CS41043,FLEETGUARD,"FILTER, OIL, CENTRIFUGE KIT",FILTERS,45,11,67,Y,YES,YES,4,True
CS41044,FLEETGUARD,"FILTER, OIL, CENTRIFUGE KIT",FILTERS,45,11,67,Y,YES,YES,4,True
CTT00001818,OTTAWA TRUCKS NA,"FILTER, OIL, HYDRAULIC",FILTERS,59,36,14,Y,YES,YES,3,True
CV50626,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",FILTERS,45,14,7,Y,YES,YES,3,True
CV50628,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",FILTERS,45,14,7,Y,YES,YES,3,True
CV50633,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",FILTERS,45,14,7,Y,YES,YES,3,True
CV50634,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",FILTERS,45,14,7,Y,YES,YES,3,True
CV50900,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",FILTERS,45,14,7,Y,YES,YES,3,True
CV52001,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",FILTERS,45,14,7,Y,YES,YES,3,True
CV52055,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",FILTERS,45,14,7,Y,YES,YES,3,True
CV6Z-19N619-A,FORD MOTOR CO,"FILTER, AIR, CABIN",FILTERS,1,1,219,Y,YES,YES,3,True
CV6Z-9601-A,FORD MOTOR CO,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
DLS113-6K,PARKER-HANNIFIN,"FILTER, FUEL, LNG/CNG",FILTERS,142,8,0,Y,YES,YES,3,True
E4FZ-6731-AB,FORD MOTOR CO,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
F1810PM0,FILL-RITE DIV.,"FILTER, FUEL, TRANSFER",FILTERS,47,,,Y,NO,YES,3,True
F1AZ-6731-BD,FORD MOTOR CO,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
F37-1018,PETERBILT MOTORS CO,"FILTER, AIR, CABIN",FILTERS,1,1,219,Y,YES,YES,3,True
F5OZ-9601-BA,FORD MOTOR CO,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
FA-1632,MOTORCRAFT CORP.,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
FA1744,MOTORCRAFT CORP.,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
FA1884,MOTORCRAFT CORP.,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
FA1910,MOTORCRAFT CORP.,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
FA1938,MOTORCRAFT CORP.,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
FA-1950,MOTORCRAFT CORP.,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
FC4Z-9601-B,FORD MOTOR CO,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
FD4616,MOTORCRAFT CORP.,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FD4637,MOTORCRAFT CORP.,"FILTER, FUEL, PRIMARY, KIT",FILTERS,44,2,19,Y,YES,YES,4,True
FD4647,MOTORCRAFT CORP.,"FILTER, FUEL, PRIMARY",FILTERS,44,2,19,Y,YES,YES,3,True
FF105,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF149,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF204,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF2200,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF2203,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF236,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF252,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF254,FLEETGUARD,"FILTER, FUEL, SECONDARY",FILTERS,44,2,7,Y,YES,YES,3,True
FF260,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF276,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF4136,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF42000,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF42102,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF42128NN,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF42131,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF42220,FLEETGUARD,"FILTER, FUEL, SECONDARY",FILTERS,44,2,3,Y,YES,YES,3,True
FF5045,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5052,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5089,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5108,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5160,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5206,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5269,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5301,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5319,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5324,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5369W,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF5380,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF5405,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF5418,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF5421,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5455,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5461,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5480,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5507,FLEETGUARD,"FILTER, FUEL, SECONDARY",FILTERS,44,2,3,Y,YES,YES,3,True
FF5612,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5616,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5632,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5636,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5639W,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF5675,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5686,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5690,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF5775,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF5776,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5813,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5816,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5825NN,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5871,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF5877,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5971NN,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF5973,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF5974,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF5995,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,2,Y,YES,YES,3,True
FF63041NN,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF63054NN,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FF73100,FLEETGUARD,"FILTER, FUEL, PRIMARY",FILTERS,44,2,1,Y,YES,YES,3,True
FK11011,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",FILTERS,44,2,19,Y,YES,YES,4,True
FK11020,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",FILTERS,44,2,19,Y,YES,YES,4,True
FK13850NN,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",FILTERS,44,2,19,Y,YES,YES,4,True
FK22004,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",FILTERS,44,2,19,Y,YES,YES,4,True
FK22005,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",FILTERS,44,2,19,Y,YES,YES,4,True
FK267,POWER TORQUE,"FILTER, OIL, TRANSMISSION",FILTERS,27,36,4,Y,YES,YES,3,True
FK48002,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",FILTERS,44,2,19,Y,YES,YES,4,True
FK48004,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",FILTERS,44,2,19,Y,YES,YES,4,True
FK48555,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",FILTERS,44,2,19,Y,YES,YES,4,True
FK48556,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",FILTERS,44,2,19,Y,YES,YES,4,True
FL2016,MOTORCRAFT CORP.,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
FL2124S,MOTORCRAFT CORP.,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
FL3Z-19N619-A,FORD MOTOR CO,"FILTER, AIR, CABIN",FILTERS,1,1,219,Y,YES,YES,3,True
FL500S,MOTORCRAFT CORP.,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
FL-820-S,MOTORCRAFT CORP.,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
FLTAC9801152,FLEETRITE,"FILTER, AIR, CABIN",FILTERS,1,1,219,Y,YES,YES,3,True
FP-70,FORD MOTOR CO,"FILTER, AIR, CABIN",FILTERS,1,1,219,Y,YES,YES,3,True
FP-74,MOTORCRAFT CORP.,"FILTER, AIR, CABIN",FILTERS,1,1,219,Y,YES,YES,3,True
FP92,MOTORCRAFT CORP.,"FILTER, AIR, CABIN",FILTERS,1,1,219,Y,YES,YES,3,True
FS1000,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS1003,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS1029W,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,2,Y,YES,YES,3,True
FS1065,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS1067,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS1098,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS1212,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS1251,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS1269,FLEETGUARD,"HOUSING, FUEL/WATER SEPARATOR",FILTERS,44,2,92,Y,YES,YES,3,True
FS1280,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS1281,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS1285,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,4,Y,YES,YES,3,True
FS1287,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS1291,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19513,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19532,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19536,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19551,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19560,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19580,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19580A,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19591,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19596,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19598,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19624,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19684E,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19687,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19727,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19729,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19732,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19761,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19763,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19764,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19764G,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19765,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19797,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19798,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19844,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19869,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19905G,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19915,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19942,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19947,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS19966,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS19974,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS20028,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,4,Y,YES,YES,3,True
FS20040,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS20081,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS20083,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS20087,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS20089,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS20091,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS20121,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS20128,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS20132,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS20172,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS20176,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS20194,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS20207,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS20208,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS20288,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,87,Y,YES,YES,3,True
FS20313,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS20385,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS36401,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
FS53000,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
HC3Z-9601-A,FORD MOTOR CO,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
HC3Z-9601-B,FORD MOTOR CO,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
HF28943,FLEETGUARD,"FILTER, OIL, TRANSMISSION",FILTERS,27,36,8,Y,YES,YES,3,True
HF35099,FLEETGUARD,"FILTER, OIL, HYDRAULIC",FILTERS,55,10,151,Y,YES,YES,3,True
HF35135,FLEETGUARD,"FILTER, OIL, TRANSMISSION",FILTERS,27,36,8,Y,YES,YES,3,True
HF35296,FLEETGUARD,"FILTER, OIL, TRANSMISSION",FILTERS,27,36,8,Y,YES,YES,3,True
HF35387,FLEETGUARD,"FILTER, OIL, POWER STEERING",FILTERS,15,5,46,Y,YES,YES,4,True
HF35467,FLEETGUARD,"FILTER, OIL, HYDRAULIC",FILTERS,55,10,151,Y,YES,YES,3,True
HF35476,FLEETGUARD,"FILTER, OIL, HYDRAULIC",FILTERS,15,5,46,Y,YES,YES,3,True
HF35488,FLEETGUARD,"FILTER, OIL, HYDRAULIC",FILTERS,15,5,46,Y,YES,YES,3,True
HF6005,FLEETGUARD,"FILTER, OIL, HYDRAULIC",FILTERS,266,2,0,Y,YES,YES,3,True
HF6057,FLEETGUARD,"FILTER, OIL, HYDRAULIC",FILTERS,55,10,151,Y,YES,YES,3,True
HF6136,FLEETGUARD,"FILTER, OIL, HYDRAULIC",FILTERS,55,10,151,Y,YES,YES,3,True
HF6162,FLEETGUARD,"FILTER, OIL, POWER STEERING",FILTERS,15,5,46,Y,YES,YES,4,True
HF6510,FLEETGUARD,"FILTER, OIL, HYDRAULIC",FILTERS,55,10,151,Y,YES,YES,3,True
HF6520,FLEETGUARD,"FILTER, OIL, HYDRAULIC",FILTERS,55,10,221,Y,YES,YES,3,True
HF6552,FLEETGUARD,"FILTER, OIL, HYDRAULIC",FILTERS,61,0,0,Y,YES,YES,3,True
HF6710,FLEETGUARD,"FILTER, OIL, HYDRAULIC",FILTERS,65,6,18,Y,YES,YES,3,True
J08568.0100,KALMAR LMV,"PUMP, FILTER , DEF",FILTERS,43,7,28,Y,YES,YES,4,True
J37-1007,"PACCAR, INC.","FILTER, OIL, POWER STEERING",FILTERS,15,5,,Y,NO,YES,4,True
K266043,"BENDIX CORP, THE","AIR, DRYER, CARTRIDGE",FILTERS,13,10,129,Y,YES,YES,3,True
K37-1004,"PACCAR, INC.","FILTER, FUEL/WATER SEPARATOR",FILTERS,44,2,16,Y,YES,YES,3,True
KL3Z-19N619-AA,FORD MOTOR CO,"FILTER, AIR, CABIN",FILTERS,1,1,219,Y,YES,YES,3,True
KV6Z-9601-A,FORD MOTOR CO,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
LAF1934,LUBER-FINER,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
LC3Z-9601-A,FORD MOTOR CO,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
LC3Z-9601-B,FORD MOTOR CO,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
LC3Z-9N184-A,FORD MOTOR CO,"FILTER, FUEL/WATER SEPERATOR",FILTERS,44,2,19,Y,YES,YES,3,True
LF14000NN,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF14001NN,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF14002NN,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF14009NN,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF16002,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF16015,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF16046,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF16102,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF16108,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF16109,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF16110,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF16165,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF16166,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF16173,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF16231,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF16233,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF16242,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
