PART,MANUFACTURER,DESCRIPTION,NOTES,Review Notes,MANF_PARTMFR,MANF_PARTMFR_NAME,MANF_PARTNUMBER,Match,MANF_SPARTNUMBER,VMRS,SYSTEM_,ASSEMBLY_,COMPONENT_
31317-00,MERITOR N.A.,"TEE ASSY, TIRE INFLATION",,,MERTR,MERITOR INC.,31317-00,1.0,3131700,017-009-047,"TIRES, TUBES, LINERS AND VALVES",TIRE PRESSURE INFLATION AND MONITORING SYSTEMS,THRU-TEE ASSEMBLY - TIRE PRESSURE MONITORING SYSTEM
3131703,MERITOR WABCO,"TEE, THRU TIRE PRESSURE SYSTEM",,,MERTR,MERITOR INC.,3131703,1.0,3131703,017-009-047,"TIRES, TUBES, LINERS AND VALVES",TIRE PRESSURE INFLATION AND MONITORING SYSTEMS,THRU-TEE ASSEMBLY - TIRE PRESSURE MONITORING SYSTEM
VS-34953,HENDRICKSON,TIRE INFLATION REGULATOR COVER,,,HNDIN,HENDRICKSON INTERNATIONAL CORPORATION,VS-34953,1.0,VS34953,017-009-051,"TIRES, TUBES, LINERS AND VALVES",TIRE PRESSURE INFLATION AND MONITORING SYSTEMS,"COVER - CONTROL UNIT, TIRE PRESSURE MONITORING SYSTEM"
VS-32054-1,HENDRICKSON,"HUBCAP,TIREMAAX CP WINDOW KIT,",,,HNDIN,HENDRICKSON INTERNATIONAL CORPORATION,VS-32054-1,1.0,VS320541,017-009-054,"TIRES, TUBES, LINERS AND VALVES",TIRE PRESSURE INFLATION AND MONITORING SYSTEMS,"WINDOW KIT - HUB CAP, TIRE PRESSURE MONITORING SYSTEM"
VS-32054-3,HENDRICKSON,TIREMAAX PRO HUBCAP WINDOW CAP,,,HNDIN,HENDRICKSON INTERNATIONAL CORPORATION,VS-32054-3,1.0,VS320543,017-009-054,"TIRES, TUBES, LINERS AND VALVES",TIRE PRESSURE INFLATION AND MONITORING SYSTEMS,"WINDOW KIT - HUB CAP, TIRE PRESSURE MONITORING SYSTEM"
10082201,CONMET,ALUMINUM WHEEL HUB ASSEMBLY,,,CONMT,CONMET,10082201,1.0,10082201,018-001-001,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"HUB ASSEMBLY - PREADJUSTED, FRONT STEER WHEEL"
10082204,CONMET,"HUB, ASSY, PRESET, FRONT",,,CONMT,CONMET,10082204,1.0,10082204,018-001-001,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"HUB ASSEMBLY - PREADJUSTED, FRONT STEER WHEEL"
10082207,CONMET,PREMIUM PRESET HUB ASSY,,,CONMT,CONMET,10082207,1.0,10082207,018-001-001,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"HUB ASSEMBLY - PREADJUSTED, FRONT STEER WHEEL"
21538409,VOLVO,HUB,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",21538409,1.0,21538409,018-001-001,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"HUB ASSEMBLY - PREADJUSTED, FRONT STEER WHEEL"
85105316,VOLVO,HUBCAP,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",85105316,1.0,85105316,018-001-001,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"HUB ASSEMBLY - PREADJUSTED, FRONT STEER WHEEL"
10045885,CONMET,FRONT SEAL KIT,,,CONMT,CONMET,10045885,1.0,10045885,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
10081518,CONMET,SEAL AND SPACER KIT,,,CONMT,CONMET,10081518,1.0,10081518,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
10081520,CONMET,"KIT, SEAL/SPACER, R DRIVE",,,CONMT,CONMET,10081520,1.0,10081520,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
1458-35066,VOLVO,"SCOTSEAL FR/EATON/MERIT 12,000",,,MACKX,"MACK TRUCKS, INC.",1458-35066,1.0,145835066,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
1458-47697,MERITOR WABCO,SCOTSEAL WHEELS SEAL,,,MACKX,"MACK TRUCKS, INC.",1458-47697,1.0,145847697,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
1C2Z-1S175-BA,FORD MOTOR CO,"WHEEL, SEAL",,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",1C2Z-1S175-BA,1.0,1C2Z1S175BA,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
370150BG1,NATIONAL SEAL,"SEAL,OIL,FRONT,STEER",,,NATNL,"NATIONAL SEAL DIV., FEDERAL-MOGUL",370150BG1,1.0,370150BG1,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
372-7097,STEMCO MFG CO.,"SEAL, OIL - WHEEL TRAILER",,,STMCO,STEMCO MANUFACTURING CO.,372-7097,1.0,3727097,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
372-7099,STEMCO MFG CO.,"KIT,SEAL",,,STMCO,STEMCO MANUFACTURING CO.,372-7099,1.0,3727099,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
386590A,NATIONAL SEAL,WHEEL SEAL GOLD 38 SERIES,,,NATNL,"NATIONAL SEAL DIV., FEDERAL-MOGUL",386590A,1.0,386590A,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
394894C91,NAVISTAR,"SEAL, OIL-WHEEL",,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,394894C91,1.0,394894C91,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
47697,CHICAGO RAWHIDE MFG,"SEAL, OIL - WHEEL",,,SKFIN,"SKF INDUSTRIES, INC.",47697,1.0,47697,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
85103823,VOLVO,STEER AXLE WHEEL SEAL,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",85103823,1.0,85103823,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
BRS53,MOTORCRAFT CORP.,"SEAL, OUTPUT",,,MTRCR,MOTORCRAFT CORP.,BRS53,1.0,BRS53,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
BRS66A,MOTORCRAFT CORP.,"RETAINER, SEAL",,,MTRCR,MOTORCRAFT CORP.,BRS66A,1.0,BRS66A,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
CHR 47697,"SKF INDS, INC.","SEAL, OIL - WHEEL",,,SKFIN,"SKF INDUSTRIES, INC.",47697,0.0,47697,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
E7TZ-1S190-B,FORD MOTOR CO,WHEEL BEARING SEAL,,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",E7TZ-1S190-B,1.0,E7TZ1S190B,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
RM-S01,REVHD SEALS,REV MAX SEAL,,,REVHD,REVHD,RM-S01,1.0,RMS01,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
V370001A,NATIONAL SEAL,SEAL-OIL FRT WHEEL BRG,,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,V370001A,1.0,V370001A,018-001-004,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"SEAL - OIL, FRONT STEER WHEEL"
447-4723,STEMCO MFG CO.,"NUT, WHEEL - 4 13/16"" 8 POINT",,,STMCO,STEMCO MANUFACTURING CO.,447-4723,1.0,4474723,018-001-007,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"NUT - ADJUSTING, SPINDLE, FRONT STEER WHEEL"
447-4743,STEMCO MFG CO.,"NUT, SPINDLE, PRO-TORQUE",,,STMCO,STEMCO MANUFACTURING CO.,447-4743,1.0,4474743,018-001-007,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"NUT - ADJUSTING, SPINDLE, FRONT STEER WHEEL"
W714650-S442,FORD MOTOR CO,HUB ASSEMBLY WHEEL BOLT,,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",W714650-S442,1.0,W714650S442,018-001-021,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"BOLT - HUB, FRONT STEER WHEEL"
R009020,MERITOR WABCO,"NUT, LUG -WHEEL",,,MERTR,MERITOR INC.,R009020,1.0,R009020,018-001-022,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,"NUT - SPINDLE ADJUSTING, FRONT STEER WHEEL, INNER"
1612,CHICAGO RAWHIDE MFG,"CAP, HUB, 6 HOLE, OIL FILL",,,SKFIN,"SKF INDUSTRIES, INC.",1612,1.0,1612,018-001-026,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,HUBCAP - FRONT STEER WHEEL
1612-C40,FLEETPRIDE,HUB CAP,,,PACCR,PACCAR CORPORATION,1612-C40,1.0,1612C40,018-001-026,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,HUBCAP - FRONT STEER WHEEL
1612CR,"SKF INDS, INC.","CAP, HUB STEER",,,SKFIN,"SKF INDUSTRIES, INC.",1612,0.0,1612,018-001-026,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,HUBCAP - FRONT STEER WHEEL
1643,CHICAGO RAWHIDE MFG,"CAP, HUB",,,SKFIN,"SKF INDUSTRIES, INC.",1643,1.0,1643,018-001-026,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,HUBCAP - FRONT STEER WHEEL
180.10619K,WESTERN (SOW PLOWS),HUB CAP,,,AUTMN,"AUTOMANN, INC",180.10619K,1.0,18010619K,018-001-026,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,HUBCAP - FRONT STEER WHEEL
180.10622,VOLVO,HUB CAP,,,AUTMN,"AUTOMANN, INC",180.10622,1.0,18010622,018-001-026,"WHEELS, RIMS, HUBS AND BEARINGS",FRONT STEER AXLE WHEEL END COMPONENTS,HUBCAP - FRONT STEER WHEEL
